customer_id,age,gender,city,branch,employment_type,annual_income,loan_type,loan_amount,loan_tenure_months,interest_rate,monthly_emi,credit_score,loan_purpose,loan_status,application_date,debt_to_income
PKB10152,55.0,Male,Karachi,Saddar,Self-Employed,109000.0,Home Loan,930000.0,60,18.88%,24063.0,805.0,Travel,Approved,2024-03-22 23:40:10.513141,2.649
PKB10153,56.0,Female,Karachi,Clifton,Business Owner,76000.0,Home Loan,770000.0,84,9.34,12522.0,546.0,Electronics,Approved,2024-01-01 12:56:46.257822,1.977
PKB10154,43.0,Male,islamabad,F-10,Business Owner,65000.0,Home Loan,490000.0,48,16.29,13960.0,620.0,Electronics,Approved,2021-09-29 11:44:40.851063,2.577
PKB10155,45.0,Female,Hyderabad,Qasimabad,Self-Employed,269000.0,Personal Loan,400000.0,24,10.11,18478.0,638.0,Business Expansion,Approved,2021-06-08 02:27:47.083854,0.824
PKB10156,38.0,Male,Karachi,DHA,Government,172000.0,Business Loan,970000.0,120,8.99,12282.0,544.0,Business Expansion,Rejected,2022-07-26 17:23:30.262828,0.857
PKB10157,31.0,Male,Faisalabad,Canal Road,Self-Employed,32000.0,Personal Loan,1070000.0,48,9.21%,26734.0,679.0,Education,Rejected,2023-04-21 00:28:50.162703,10.025
PKB10158,51.0,Male,Multan,Gulgasht,Self-Employed,30000.0,Auto Loan,570000.0,12,19.76,52736.0,597.0,Education,Rejected,2023-12-06 23:41:58.648310,21.094
PKB10159,44.0,Male,Karachi,Saddar,Salaried,185000.0,Business Loan,490000.0,48,10.09,12449.0,518.0,Home Renovation,Approved,2023-10-08 21:34:01.051314,0.808
PKB10160,53.0,Female,faisalabad,Peoples Colony,Self-Employed,72000.0,Auto Loan,410000.0,60,9.11,8533.0,593.0,Electronics,Rejected,2024-02-21 15:26:21.476846,1.422
PKB10161,38.0,Male,Lahore,Gulberg,Salaried,37000.0,Auto Loan,950000.0,60,14.41,22307.0,525.0,Education,Rejected,2023-01-23 04:26:44.005006,7.235
PKB10162,38.0,Male,Rawalpindi,Saddar,Business Owner,185000.0,Auto Loan,420000.0,48,19.89,12756.0,718.0,Vehicle Purchase,Closed,2021-04-05 05:20:48.060075,0.827
PKB10163,35.0,Female,RAWALPINDI,Satellite Town,Salaried,109000.0,Home Loan,3500000.0,60,12.04,77926.0,800.0,Electronics,Approved,2024-02-10 11:08:38.147684,8.579
PKB10164,30.0,Male,Islamabad,F-10,Freelancer,115000.0,Business Loan,550000.0,24,14.19,26456.0,643.0,Medical,Approved,2022-05-31 19:54:53.617021,2.761
PKB10165,61.0,Female,Karachi,Gulshan,Self-Employed,160000.0,Personal Loan,130000.0,84,9.04,2094.0,630.0,Vehicle Purchase,Rejected,2022-02-17 00:36:02.703379,0.157
PKB10166,23.0,Male,Peshawar,Hayatabad,Government,45000.0,Auto Loan,710000.0,48,14.56,19602.0,634.0,Travel,Closed,2022-10-03 09:29:30.713391,5.227
PKB10167,46.0,Female,Lahore,Johar Town,Self-Employed,37000.0,Auto Loan,690000.0,120,16.3,11688.0,732.0,Education,Defaulted,2023-03-04 02:38:35.894868,3.791
PKB10168,60.0,Male,Karachi,DHA,Salaried,255000.0,Home Loan,1590000.0,24,16.21,78011.0,730.0,Business Expansion,Approved,2022-12-22 05:53:14.493116,3.671
PKB10169,30.0,Male,Karachi,Saddar,Salaried,42000.0,Home Loan,890000.0,84,12.99,16186.0,609.0,Vehicle Purchase,Approved,2023-08-21 23:43:46.783479,4.625
PKB10170,43.0,Male,Rawalpindi,Bahria Town,Salaried,47000.0,Home Loan,410000.0,120,12.76,6064.0,643.0,Business Expansion,Approved,2022-06-12 00:12:36.946182,1.548
PKB10171,64.0,Female,Faisalabad,Canal Road,Government,53000.0,Business Loan,600000.0,120,9.94,7909.0,682.0,Vehicle Purchase,Approved,2023-04-13 00:50:27.784730,1.791
PKB10172,25.0,Male,Karachi,Clifton,Self-Employed,344000.0,Education Loan,920000.0,120,13.45,13982.0,511.0,Business Expansion,Defaulted,2022-02-13 19:56:41.752190,0.488
PKB10173,47.0,Male,Islamabad,F-10,Government,133000.0,Home Loan,160000.0,84,9.84,2643.0,735.0,Wedding,Approved,2022-11-02 17:43:19.749687,0.238
PKB10174,50.0,Male,Karachi,Saddar,Salaried,176000.0,Auto Loan,1860000.0,24,18.85,93625.0,,Vehicle Purchase,Approved,2023-10-23 06:31:05.331664,6.384
PKB10175,55.0,Female,Rawalpindi,Satellite Town,Salaried,111000.0,Education Loan,410000.0,120,21.54,8347.0,730.0,Travel,Approved,2022-06-05 14:53:55.043804,0.902
PKB10176,44.0,Female,Karachi,DHA,Self-Employed,69000.0,Personal Loan,1970000.0,120,21.6,40184.0,501.0,Business Expansion,Defaulted,2021-08-31 17:50:32.290362,6.989
PKB10177,58.0,Female,Faisalabad,Clock Tower,Freelancer,144000.0,Personal Loan,960000.0,36,20.18,35765.0,432.0,Medical,Rejected,2024-03-26 04:19:31.464330,2.98
PKB10178,32.0,Male,Lahore,Johar Town,Government,39000.0,Auto Loan,1130000.0,48,16.61,32379.0,687.0,Travel,Rejected,2022-07-25 03:03:49.787234,9.963
PKB10179,27.0,Male,Sialkot,Cantt,Self-Employed,51000.0,Business Loan,1630000.0,84,17.96,34221.0,547.0,Home Renovation,Rejected,2022-11-10 17:21:42.127659,8.052
PKB10180,39.0,Male,Karachi,DHA,Self-Employed,153000.0,Business Loan,1090000.0,84,12.35,19446.0,647.0,Vehicle Purchase,Defaulted,2023-05-06 23:45:34.918648,1.525
PKB10181,42.0,Female,Lahore,Gulberg,Salaried,44000.0,Home Loan,1170000.0,60,17.02,29090.0,765.0,Medical,Defaulted,2021-03-10 16:06:00.450563,7.934
PKB10182,63.0,Male,Karachi,Gulshan,Freelancer,88000.0,Personal Loan,650000.0,84,14.65,12416.0,557.0,Home Renovation,Rejected,2021-12-23 03:07:26.057571,1.693
PKB10183,57.0,Male,Sialkot,Kashmir Road,Government,91000.0,Home Loan,950000.0,24,15.01,46067.0,584.0,Vehicle Purchase,Defaulted,2022-10-11 09:07:53.091364,6.075
PKB10184,62.0,Female,Quetta,Satellite Town,Salaried,72000.0,Personal Loan,480000.0,84,18.73,10295.0,646.0,Medical,Defaulted,2021-11-02 00:37:50.838548,1.716
PKB10185,59.0,Male,Lahore,Johar Town,Self-Employed,31000.0,Personal Loan,570000.0,36,12.31,19017.0,496.0,Medical,Rejected,2023-03-31 06:13:03.979974,7.361
PKB10186,55.0,Male,Faisalabad,Peoples Colony,Salaried,68000.0,Business Loan,2890000.0,48,12.79,77231.0,548.0,Travel,Rejected,2024-03-15 00:01:48.135168,13.629
PKB10187,38.0,Male,Peshawar,Hayatabad,Freelancer,60000.0,Personal Loan,410000.0,48,20.98,12692.0,622.0,Wedding,Defaulted,2022-04-02 17:46:56.020025,2.538
PKB10188,58.0,Male,Islamabad,G-9,Salaried,109000.0,Business Loan,810000.0,84,9.26,13139.0,591.0,Medical,Rejected,2023-03-07 07:17:56.846057,1.446
PKB10189,46.0,Female,Islamabad,Blue Area,Government,105000.0,Home Loan,790000.0,120,15.06,12775.0,677.0,Wedding,Approved,2023-06-19 02:36:47.759699,1.46
PKB10190,59.0,Male,karachi,DHA,Salaried,124000.0,Auto Loan,590000.0,12,20.82,54886.0,882.0,Education,Defaulted,2022-02-28 04:53:46.032540,5.312
PKB10191,33.0,Male,Karachi,Gulshan,Government,66000.0,Personal Loan,1050000.0,12,16.74,95635.0,629.0,Travel,Rejected,2023-07-01 21:14:11.564455,17.388
PKB10192,44.0,Male,Quetta,Airport Road,Government,135000.0,Home Loan,1100000.0,120,15.88,18344.0,540.0,Electronics,Rejected,2022-07-15 13:05:46.933667,1.631
PKB10193,63.0,Male,Quetta,Satellite Town,Government,39000.0,Personal Loan,380000.0,120,11.87,5423.0,754.0,Business Expansion,Approved,2021-03-12 06:25:40.926157,1.669
PKB10194,43.0,Female,Rawalpindi,Saddar,Government,33000.0,Education Loan,780000.0,120,13.13,11706.0,469.0,Travel,Rejected,2021-10-26 15:19:08.936170,4.257
PKB10195,42.0,Male,Lahore,Model Town,Business Owner,24000.0,Business Loan,340000.0,24,20.0,17305.0,488.0,Home Renovation,Rejected,2021-08-01 09:36:43.254067,8.652
PKB10196,48.0,Male,Lahore,Johar Town,Salaried,73000.0,Home Loan,1270000.0,12,16.05,115258.0,563.0,Business Expansion,Approved,2021-07-14 20:00:18.022528,18.947
PKB10197,52.0,Male,faisalabad,Clock Tower,Salaried,63000.0,Personal Loan,830000.0,120,15.45,13620.0,593.0,Business Expansion,Defaulted,2023-10-21 16:11:24.856070,2.594
PKB10198,27.0,Male,quetta,Satellite Town,Salaried,159000.0,Education Loan,770000.0,24,9.84,35475.0,561.0,Electronics,Rejected,2022-05-22 05:56:50.763454,2.677
PKB10199,48.0,Male,Quetta,Satellite Town,Freelancer,67000.0,Home Loan,1160000.0,60,8.72,23922.0,617.0,Wedding,Approved,2023-06-22 07:16:08.710888,4.285
PKB10200,61.0,Female,Multan,Gulgasht,Salaried,116000.0,Personal Loan,600000.0,24,21.51,30982.0,646.0,Electronics,Approved,2023-04-30 14:26:53.016270,3.205
PKB10201,55.0,Female,Rawalpindi,Bahria Town,Government,161000.0,Auto Loan,1380000.0,12,13.59,,721.0,Electronics,Closed,2022-01-11 07:03:31.764705,9.215
PKB10202,33.0,Female,Karachi,Gulshan,Government,65000.0,Education Loan,380000.0,84,16.64,7687.0,628.0,Business Expansion,Approved,2022-11-09 03:02:01.652065,1.419
PKB10203,28.0,Male,Karachi,Saddar,Salaried,118000.0,Personal Loan,1960000.0,60,9.58,41240.0,566.0,Medical,Approved,2023-03-28 01:33:43.028785,4.194
PKB10204,31.0,Male,Quetta,Satellite Town,Salaried,180000.0,Personal Loan,500000.0,12,17.72,45773.0,716.0,Wedding,Approved,2024-06-20 10:01:57.146433,3.052
PKB10205,38.0,Male,Rawalpindi,Bahria Town,Salaried,47000.0,Education Loan,220000.0,24,21.09,11315.0,542.0,Business Expansion,Rejected,2023-11-25 19:24:15.319148,2.889
PKB10206,47.0,Male,Karachi,Gulshan,Self-Employed,100000.0,Personal Loan,580000.0,36,16.27,20468.0,464.0,Wedding,Rejected,2023-09-11 17:59:32.966207,2.456
PKB10207,,Male,Karachi,Clifton,Salaried,66000.0,Personal Loan,540000.0,48,10.2,13748.0,734.0,Education,Approved,2022-12-01 11:37:28.310387,2.5
PKB10208,49.0,Male,Faisalabad,Clock Tower,Salaried,49000.0,Auto Loan,580000.0,12,16.35,52720.0,728.0,Wedding,Approved,2022-11-20 07:19:44.981226,12.911
PKB10209,23.0,Female,Karachi,Gulshan,Business Owner,,Business Loan,860000.0,120,18.85,15970.0,544.0,Vehicle Purchase,Approved,2021-07-05 06:02:15.168961,4.914
PKB10210,64.0,Male,Karachi,DHA,Freelancer,48000.0,Home Loan,1570000.0,24,13.99%,75373.0,582.0,Medical,Rejected,2024-03-02 05:24:24.330413,18.843
PKB10211,22.0,Male,Islamabad,F-10,Salaried,102000.0,Education Loan,640000.0,120,20.38,12530.0,532.0,Home Renovation,Rejected,2022-02-21 19:35:04.130162,1.474
PKB10212,57.0,Female,Faisalabad,Canal Road,Salaried,38000.0,Auto Loan,450000.0,120,17.26,7895.0,651.0,Vehicle Purchase,Approved,2022-11-17 02:40:24.030037,2.493
PKB10213,47.0,Male,Faisalabad,Clock Tower,Salaried,71000.0,Personal Loan,330000.0,120,20.64,6518.0,784.0,Vehicle Purchase,Approved,2021-06-09 16:47:27.559449,1.102
PKB10214,50.0,Female,karachi,Clifton,Government,161000.0,Education Loan,530000.0,120,16.92,9184.0,686.0,Electronics,Approved,2022-10-12 23:27:33.566958,0.685
PKB10215,42.0,Female,Faisalabad,Clock Tower,Business Owner,129000.0,Home Loan,190000.0,120,10.27,2539.0,718.0,Electronics,Approved,2023-04-08 05:51:26.357947,0.236
PKB10216,32.0,Female,Karachi,Saddar,Salaried,72000.0,Personal Loan,440000.0,60,12.68,9939.0,697.0,Vehicle Purchase,Rejected,2022-02-10 15:17:20.801001,1.656
PKB10217,61.0,Male,Lahore,Model Town,Salaried,272000.0,Auto Loan,1740000.0,12,11.22,153963.0,619.0,Business Expansion,Approved,2022-04-09 03:05:37.922403,6.792
PKB10218,,Female,Multan,Cantt,Government,307000.0,Home Loan,410000.0,12,20.77,38131.0,722.0,Wedding,Approved,2021-06-30 11:03:13.742177,1.49
PKB10219,57.0,Male,Rawalpindi,Bahria Town,Government,100000.0,Personal Loan,1130000.0,48,18.77%,33650.0,690.0,Wedding,Approved,2024-06-10 20:03:54.292866,4.038
PKB10220,60.0,Female,Peshawar,Hayatabad,Salaried,22000.0,Personal Loan,310000.0,24,17.63,15421.0,756.0,Travel,Closed,2023-08-23 14:03:27.259073,8.411
PKB10221,61.0,Male,Faisalabad,Clock Tower,Government,168000.0,Home Loan,2520000.0,36,12.56,84376.0,,Business Expansion,Defaulted,2023-04-24 05:08:11.113892,6.027
PKB10222,56.0,Male,Islamabad,I-8,Salaried,,Business Loan,2640000.0,60,10.98,57374.0,454.0,Medical,Rejected,2021-07-18 00:39:38.973717,27.54
PKB10223,55.0,Male,Karachi,Saddar,Salaried,239000.0,Auto Loan,1100000.0,24,18.71,55295.0,719.0,Business Expansion,Approved,2023-04-06 15:31:45.882352,2.776
PKB10224,45.0,Male,Lahore,Johar Town,Government,189000.0,Education Loan,2940000.0,60,14.9,69788.0,653.0,Business Expansion,Approved,2021-09-07 03:09:14.192740,4.431
PKB10225,43.0,Female,Lahore,Johar Town,Business Owner,286000.0,Personal Loan,940000.0,12,11.55,83320.0,591.0,Business Expansion,Rejected,2024-06-04 10:45:12.390488,3.496
PKB10226,26.0,Female,Karachi,DHA,Self-Employed,115000.0,Personal Loan,1250000.0,120,16.82,21582.0,597.0,Medical,Approved,2021-04-08 10:00:09.011264,2.252
PKB10227,54.0,Female,hyderabad,Latifabad,Freelancer,79000.0,Personal Loan,1760000.0,48,9.04,43831.0,862.0,Travel,Approved,2023-04-16 05:29:48.735919,6.658
PKB10228,57.0,Male,Lahore,Gulberg,Self-Employed,75000.0,Personal Loan,830000.0,48,12.9,22226.0,558.0,Medical,Rejected,2022-07-23 12:44:09.311639,3.556
PKB10229,41.0,Female,Quetta,Satellite Town,Government,,Personal Loan,250000.0,84,14.83,4800.0,538.0,Education,Defaulted,2022-11-07 12:42:21.176470,0.811
PKB10230,40.0,Male,Rawalpindi,Satellite Town,Self-Employed,178000.0,Business Loan,1270000.0,36,10.5,,628.0,Travel,Approved,2022-06-04 00:34:14.568210,2.783
PKB10231,56.0,Female,Multan,Gulgasht,Business Owner,151000.0,Education Loan,520000.0,48,21.79,16324.0,732.0,Education,Defaulted,2022-10-14 13:47:14.042553,1.297
PKB10232,64.0,Female,Islamabad,I-8,Business Owner,106000.0,Education Loan,550000.0,120,11.32,7676.0,836.0,Education,Rejected,2022-03-06 14:12:27.934918,0.869
PKB10233,38.0,Male,Rawalpindi,Saddar,Salaried,,Personal Loan,900000.0,12,10.26,79233.0,682.0,Education,Approved,2024-06-15 15:02:55.719649,14.856
PKB10234,64.0,Female,Islamabad,F-10,Freelancer,478000.0,Business Loan,1080000.0,36,11.25,35486.0,499.0,Wedding,Rejected,2023-08-26 18:42:48.210262,0.891
PKB10235,55.0,Male,Karachi,Saddar,Business Owner,171000.0,Home Loan,810000.0,24,18.88,,807.0,Vehicle Purchase,Approved,2023-08-20 09:24:06.307884,2.862
PKB10236,30.0,Male,Faisalabad,Canal Road,Government,38000.0,Personal Loan,1140000.0,120,14.24,17865.0,618.0,Vehicle Purchase,Approved,2022-09-03 01:15:41.677096,5.642
PKB10237,47.0,Male,Lahore,Johar Town,Salaried,,Business Loan,440000.0,120,16.13,7406.0,540.0,Education,Rejected,2021-12-05 13:31:00.826032,1.234
PKB10238,23.0,Male,karachi,DHA,Business Owner,173000.0,Auto Loan,710000.0,48,8.78,17594.0,517.0,Education,Rejected,2022-11-23 11:59:05.932415,1.22
PKB10239,30.0,Female,Rawalpindi,Saddar,Business Owner,61000.0,Personal Loan,1320000.0,36,8.96,41951.0,699.0,Home Renovation,Approved,2022-10-20 23:05:55.944931,8.253
PKB10240,,Male,Karachi,Gulshan,Salaried,122000.0,Home Loan,2520000.0,12,14.52,226881.0,642.0,Electronics,Closed,2024-02-05 16:09:36.720901,22.316
PKB10241,61.0,Male,Sialkot,Kashmir Road,Freelancer,175000.0,Personal Loan,3230000.0,84,19.52,70795.0,652.0,Vehicle Purchase,Approved,2021-08-09 09:15:05.632040,4.855
PKB10242,38.0,Male,Sialkot,Cantt,Salaried,13000.0,Auto Loan,990000.0,60,20.45,26477.0,742.0,Electronics,Closed,2022-05-01 11:41:04.580725,24.44
PKB10243,22.0,Female,Quetta,Airport Road,Salaried,93000.0,Home Loan,1310000.0,60,9.67,27621.0,543.0,Electronics,Rejected,2021-09-26 07:05:19.899874,3.564
PKB10244,46.0,Female,Lahore,Johar Town,Self-Employed,95000.0,Education Loan,2920000.0,12,15.77,264616.0,749.0,Home Renovation,Rejected,2022-05-30 05:35:13.141426,33.425
PKB10245,64.0,Female,Karachi,DHA,Self-Employed,77000.0,Personal Loan,460000.0,12,20.83,42795.0,570.0,Electronics,Rejected,2021-06-27 06:23:52.790988,6.669
PKB10246,61.0,Female,Sialkot,Paris Road,Government,118000.0,Home Loan,1130000.0,60,13.74,26141.0,825.0,Travel,Approved,2024-04-25 12:33:20.500625,2.658
PKB10247,63.0,Male,Lahore,Johar Town,Salaried,,Home Loan,1250000.0,84,19.7,27532.0,676.0,Home Renovation,Defaulted,2024-02-24 20:05:42.428035,2.263
PKB10248,46.0,Male,HYDERABAD,Latifabad,Freelancer,107000.0,Home Loan,2010000.0,36,10.3,65141.0,532.0,Electronics,Rejected,2023-03-18 11:35:40.175219,7.306
PKB10249,60.0,Male,Hyderabad,Qasimabad,Salaried,79000.0,Home Loan,330000.0,60,21.13,8952.0,427.0,Electronics,Defaulted,2022-12-23 20:12:54.968710,1.36
PKB10250,56.0,Male,Peshawar,University Town,Salaried,144000.0,Auto Loan,380000.0,12,18.64,34954.0,696.0,Business Expansion,Rejected,2022-04-21 21:43:01.727158,2.913
PKB10251,24.0,Female,Lahore,Gulberg,Salaried,102000.0,Business Loan,740000.0,48,21.21,22998.0,584.0,Electronics,Rejected,2024-06-09 05:44:13.817271,2.706
PKB10252,58.0,Male,Lahore,Gulberg,Self-Employed,86000.0,Education Loan,950000.0,24,17.63,47258.0,605.0,Wedding,Approved,2022-12-27 00:52:15.919899,6.594
PKB10253,51.0,Female,peshawar,Hayatabad,Freelancer,45000.0,Business Loan,1600000.0,84,13.41,29465.0,692.0,Travel,Rejected,2021-03-20 06:04:03.304130,7.857
PKB10254,59.0,Male,Lahore,Gulberg,Government,39000.0,Business Loan,1050000.0,120,21.17,21113.0,715.0,Medical,Approved,2023-11-22 14:44:54.367959,6.496
PKB10255,55.0,Male,Karachi,DHA,Business Owner,44000.0,Auto Loan,660000.0,84,12.22,11729.0,736.0,Vehicle Purchase,Approved,2022-09-04 15:35:22.152690,3.199
PKB10256,33.0,Male,ISLAMABAD,Blue Area,Salaried,117000.0,Business Loan,980000.0,48,12.98,26281.0,508.0,Education,Defaulted,2021-01-29 17:54:08.560700,2.695
PKB10257,40.0,Female,Sialkot,Paris Road,Self-Employed,94000.0,Home Loan,900000.0,48,17.96,26419.0,755.0,Electronics,Approved,2021-09-03 22:29:53.241551,3.373
PKB10258,58.0,Female,faisalabad,Peoples Colony,Self-Employed,41000.0,Home Loan,2470000.0,120,18.83,45834.0,564.0,Travel,Approved,2021-05-15 03:32:39.949937,13.415
PKB10259,38.0,Female,Rawalpindi,Saddar,Self-Employed,145000.0,Home Loan,820000.0,12,21.05,76373.0,405.0,Education,Defaulted,2021-10-15 11:01:25.607008,6.321
PKB10260,31.0,Male,Karachi,Saddar,Salaried,225000.0,Home Loan,560000.0,60,11.26,12248.0,508.0,Medical,Rejected,2024-01-11 02:54:49.111389,0.653
PKB10261,33.0,Female,Rawalpindi,Satellite Town,Government,69000.0,Personal Loan,1000000.0,36,19.27,36793.0,640.0,Travel,Approved,2023-01-16 19:08:02.102628,6.399
PKB10262,37.0,Male,Hyderabad,Auto Bhan,Self-Employed,35000.0,Education Loan,840000.0,84,18.47,17887.0,527.0,Vehicle Purchase,Approved,2023-03-12 02:16:58.272841,6.133
PKB10263,45.0,Male,Karachi,Clifton,Government,65000.0,Home Loan,240000.0,120,9.36,3087.0,611.0,Travel,Approved,2022-01-20 21:01:34.618272,0.57
PKB10264,40.0,Female,Islamabad,Blue Area,Self-Employed,165000.0,Personal Loan,720000.0,84,13.73,13386.0,652.0,Education,Approved,2022-10-19 08:46:15.469336,0.974
PKB10265,,Male,Quetta,Jinnah Road,Salaried,137000.0,Home Loan,680000.0,48,12.32,18014.0,602.0,Education,Approved,2021-04-13 04:59:10.438047,1.578
PKB10266,52.0,Female,Multan,Cantt,Government,57000.0,Personal Loan,500000.0,60,12.61,11277.0,573.0,Business Expansion,Defaulted,2022-11-29 21:17:47.834793,2.374
PKB10267,42.0,Male,Faisalabad,Canal Road,Salaried,246000.0,Personal Loan,1510000.0,84,21.77,35159.0,501.0,Electronics,Rejected,2022-06-27 23:29:21.702127,1.715
PKB10268,38.0,Male,Faisalabad,Clock Tower,Business Owner,222000.0,Personal Loan,420000.0,36,17.18,15012.0,,Home Renovation,Approved,2024-03-03 19:44:04.806007,0.811
PKB10269,44.0,Female,Lahore,Johar Town,Government,64000.0,Home Loan,1000000.0,48,18.19,29474.0,423.0,Travel,Closed,2021-02-25 21:28:36.645807,5.526
PKB10270,58.0,Male,Lahore,Johar Town,Salaried,63000.0,Home Loan,660000.0,36,21.68,25097.0,554.0,Education,Defaulted,2023-07-08 06:32:53.466833,4.78
PKB10271,37.0,Female,Peshawar,University Town,Freelancer,69000.0,Business Loan,790000.0,60,13.59,18214.0,531.0,Wedding,Defaulted,2022-03-14 13:50:50.312891,3.168
PKB10272,27.0,Male,peshawar,University Town,Self-Employed,73000.0,Auto Loan,970000.0,84,19.32,21145.0,597.0,Vehicle Purchase,Rejected,2022-01-04 21:44:49.862327,3.476
PKB10273,29.0,Female,Peshawar,Saddar,Salaried,175000.0,Home Loan,290000.0,24,14.37,13974.0,599.0,Wedding,Defaulted,2021-08-02 23:56:23.729662,0.958
PKB10274,46.0,Male,Quetta,Jinnah Road,Government,127000.0,Home Loan,830000.0,84,20.24,18551.0,711.0,Medical,Approved,2022-08-27 15:56:59.774718,1.753
PKB10275,39.0,Male,Islamabad,G-9,Salaried,167000.0,Home Loan,3620000.0,60,10.94%,78599.0,770.0,Travel,Approved,2022-12-03 01:57:08.785982,5.648
PKB10276,46.0,Male,Islamabad,I-8,Business Owner,148000.0,Business Loan,250000.0,84,21.29,,513.0,Business Expansion,Rejected,2021-07-02 01:22:54.217772,0.466
PKB10277,33.0,Male,Multan,Husain Agahi,Business Owner,276000.0,Personal Loan,700000.0,120,11.45,9822.0,809.0,Vehicle Purchase,Approved,2021-09-24 16:45:39.424280,0.427
PKB10278,36.0,Female,Rawalpindi,Bahria Town,Freelancer,52000.0,Personal Loan,1600000.0,84,12.9,29020.0,545.0,Business Expansion,Defaulted,2024-04-01 13:38:13.366708,6.697
PKB10279,47.0,Male,Faisalabad,Clock Tower,Self-Employed,124000.0,Business Loan,900000.0,12,18.71,82816.0,636.0,Home Renovation,Approved,2023-06-17 12:17:07.284105,8.014
PKB10280,62.0,Male,multan,Gulgasht,Self-Employed,27000.0,Home Loan,1180000.0,84,13.82,21996.0,668.0,Education,Rejected,2022-05-23 20:16:31.239048,9.776
PKB10281,47.0,Male,Quetta,Airport Road,Government,45000.0,Personal Loan,140000.0,84,16.71,2838.0,852.0,Electronics,Approved,2022-07-20 08:04:48.360450,0.757
PKB10282,53.0,Male,Lahore,DHA,Salaried,94000.0,Personal Loan,1110000.0,36,14.5,38207.0,568.0,Vehicle Purchase,Rejected,2022-11-18 17:00:04.505632,4.877
PKB10283,31.0,Female,Lahore,DHA,Self-Employed,127000.0,Education Loan,430000.0,24,18.52,21576.0,449.0,Medical,Rejected,2024-04-15 22:35:17.647058,2.039
PKB10284,37.0,Female,Karachi,Clifton,Self-Employed,93000.0,Business Loan,910000.0,36,11.58,,761.0,Electronics,Approved,2021-11-11 14:35:53.692115,3.877
PKB10285,28.0,Male,Rawalpindi,Satellite Town,Salaried,70000.0,Auto Loan,710000.0,36,9.29,22674.0,540.0,Travel,Rejected,2022-10-22 13:25:36.420525,3.887
PKB10286,38.0,Female,Karachi,DHA,Self-Employed,78000.0,Home Loan,3590000.0,48,12.55,95511.0,585.0,Home Renovation,Approved,2023-05-29 08:21:01.576971,14.694
PKB10287,44.0,Male,Islamabad,F-10,Business Owner,225000.0,Home Loan,1070000.0,12,14.9,96526.0,513.0,Home Renovation,Closed,2021-02-08 07:52:11.414267,5.148
PKB10288,47.0,Male,islamabad,I-8,Business Owner,78000.0,Education Loan,670000.0,36,10.77,21862.0,585.0,Business Expansion,Approved,2022-11-12 07:41:22.603254,3.363
PKB10289,42.0,Female,Lahore,Gulberg,Salaried,282000.0,Education Loan,250000.0,120,13.29,3776.0,540.0,Home Renovation,Approved,2023-02-03 08:44:27.334167,0.161
PKB10290,43.0,Male,Rawalpindi,Satellite Town,Salaried,159000.0,Personal Loan,790000.0,60,13.9,18341.0,684.0,Vehicle Purchase,Defaulted,2021-04-11 14:39:29.962453,1.384
PKB10291,28.0,Female,karachi,DHA,Salaried,130000.0,Business Loan,1300000.0,120,9.27,16658.0,627.0,Business Expansion,Approved,2024-02-23 05:46:01.952440,1.538
PKB10292,35.0,Female,Karachi,DHA,Business Owner,48000.0,Personal Loan,690000.0,60,16.37,16915.0,555.0,Electronics,Defaulted,2023-01-04 00:30:38.297872,4.229
PKB10293,36.0,Male,Peshawar,Hayatabad,Salaried,173000.0,Personal Loan,510000.0,84,20.44,11461.0,714.0,Home Renovation,Approved,2021-10-09 01:42:43.704630,0.795
PKB10294,28.0,Female,Lahore,Johar Town,Government,73000.0,Auto Loan,490000.0,48,10.55,12557.0,644.0,Travel,Approved,2022-01-30 10:59:37.471839,2.064
PKB10295,30.0,Female,Karachi,Saddar,Salaried,,Home Loan,1060000.0,12,16.57,96461.0,444.0,Electronics,Rejected,2024-03-10 05:02:46.708385,24.115
PKB10296,29.0,Male,Islamabad,F-10,Government,134000.0,Education Loan,1240000.0,120,17.47,21922.0,707.0,Medical,Approved,2021-03-17 01:24:42.352941,1.963
PKB10297,44.0,Male,Multan,Cantt,Salaried,43000.0,Personal Loan,1890000.0,12,14.16,169840.0,637.0,Travel,Approved,2023-02-14 13:02:10.663329,47.397
PKB10298,50.0,Male,Karachi,DHA,Government,62000.0,Home Loan,360000.0,120,17.96,6477.0,752.0,Wedding,Approved,2021-08-10 23:34:46.107634,1.254
PKB10299,39.0,Female,Rawalpindi,Satellite Town,Salaried,,Education Loan,1050000.0,84,14.04,19700.0,631.0,Vehicle Purchase,Approved,2021-06-06 12:08:06.608260,2.412
PKB10300,52.0,Female,Karachi,Clifton,Government,374000.0,Education Loan,670000.0,60,15.31,16048.0,544.0,Medical,Closed,2023-07-16 06:11:15.844806,0.515
PKB10301,51.0,Male,Karachi,DHA,Salaried,65000.0,Personal Loan,680000.0,24,8.6,30941.0,600.0,Medical,Approved,2024-06-01 06:05:51.439299,5.712
PKB10302,60.0,Male,Islamabad,G-9,Government,75000.0,Home Loan,970000.0,48,17.84,28413.0,696.0,Business Expansion,Approved,2023-06-06 07:59:23.954943,4.546
PKB10303,56.0,Female,Islamabad,F-10,Business Owner,153000.0,Auto Loan,970000.0,120,17.43,17124.0,546.0,Education,Rejected,2022-11-28 06:58:07.359198,1.343
